sector,subsector,iso3_country,co2e_100yr,continent_ct
forestry-and-land-use,wetland-fires,SGP,0,Asia
forestry-and-land-use,forest-land-degradation,SGS,0,South America
transportation,domestic-aviation,SHN,194,Africa
forestry-and-land-use,forest-land-degradation,SHN,0,Africa
transportation,international-aviation,SHN,936,Africa
forestry-and-land-use,forest-land-clearing,SJM,0,Europe
forestry-and-land-use,forest-land-degradation,SJM,0,Europe
forestry-and-land-use,forest-land-fires,SJM,0,Europe
forestry-and-land-use,net-forest-land,SJM,768,Europe
forestry-and-land-use,net-shrubgrass,SJM,348296,Europe
forestry-and-land-use,net-wetland,SJM,-143,Europe
forestry-and-land-use,removals,SJM,31938,Europe
forestry-and-land-use,shrubgrass-fires,SJM,0,Europe
waste,solid-waste-disposal,SJM,174731,Europe
forestry-and-land-use,wetland-fires,SJM,0,Europe
mineral-extraction,bauxite-mining,SLB,0,Oceania
agriculture,cropland-fires,SLB,106,Oceania
transportation,domestic-aviation,SLB,250,Oceania
agriculture,enteric-fermentation-cattle-pasture,SLB,0,Oceania
forestry-and-land-use,forest-land-clearing,SLB,87161,Oceania
forestry-and-land-use,forest-land-degradation,SLB,15186,Oceania
forestry-and-land-use,forest-land-fires,SLB,0,Oceania
transportation,international-aviation,SLB,7866,Oceania
agriculture,manure-left-on-pasture-cattle,SLB,0,Oceania
forestry-and-land-use,net-forest-land,SLB,-75466,Oceania
forestry-and-land-use,net-shrubgrass,SLB,21,Oceania
forestry-and-land-use,net-wetland,SLB,-1271,Oceania
forestry-and-land-use,removals,SLB,-103248,Oceania
transportation,road-transportation,SLB,4977,Oceania
forestry-and-land-use,shrubgrass-fires,SLB,0,Oceania
forestry-and-land-use,wetland-fires,SLB,0,Oceania
mineral-extraction,bauxite-mining,SLE,124040,Africa
agriculture,cropland-fires,SLE,189416,Africa
power,electricity-generation,SLE,2500,Africa
agriculture,enteric-fermentation-cattle-pasture,SLE,62116,Africa
forestry-and-land-use,forest-land-clearing,SLE,3973689,Africa
forestry-and-land-use,forest-land-degradation,SLE,120462,Africa
forestry-and-land-use,forest-land-fires,SLE,4935377,Africa
transportation,international-aviation,SLE,52787,Africa
agriculture,manure-left-on-pasture-cattle,SLE,32074,Africa
forestry-and-land-use,net-forest-land,SLE,308748,Africa
forestry-and-land-use,net-shrubgrass,SLE,124296,Africa
forestry-and-land-use,net-wetland,SLE,21940,Africa
forestry-and-land-use,removals,SLE,-8085314,Africa
transportation,road-transportation,SLE,152296,Africa
forestry-and-land-use,shrubgrass-fires,SLE,287270,Africa
waste,solid-waste-disposal,SLE,25641,Africa
waste,wastewater-treatment-and-discharge,SLE,4283,Africa
forestry-and-land-use,water-reservoirs,SLE,326,Africa
forestry-and-land-use,wetland-fires,SLE,10754,Africa
agriculture,cropland-fires,SLV,18698,North America
power,electricity-generation,SLV,198000,North America
agriculture,enteric-fermentation-cattle-pasture,SLV,6628,North America
forestry-and-land-use,forest-land-clearing,SLV,4721,North America
forestry-and-land-use,forest-land-degradation,SLV,281,North America
forestry-and-land-use,forest-land-fires,SLV,1055,North America
transportation,international-aviation,SLV,462414,North America
agriculture,manure-left-on-pasture-cattle,SLV,1907,North America
forestry-and-land-use,net-forest-land,SLV,-25742,North America
forestry-and-land-use,net-shrubgrass,SLV,-505,North America
forestry-and-land-use,net-wetland,SLV,-2905,North America
fossil-fuel-operations,oil-and-gas-refining,SLV,103813,North America
forestry-and-land-use,removals,SLV,-7233,North America
transportation,road-transportation,SLV,52594,North America
forestry-and-land-use,shrubgrass-fires,SLV,666,North America
waste,solid-waste-disposal,SLV,463396,North America
agriculture,synthetic-fertilizer-application,SLV,3730,North America
waste,wastewater-treatment-and-discharge,SLV,17644,North America
forestry-and-land-use,water-reservoirs,SLV,16171,North America
forestry-and-land-use,wetland-fires,SLV,0,North America
agriculture,cropland-fires,SMR,179,Europe
agriculture,enteric-fermentation-cattle-pasture,SMR,0,Europe
forestry-and-land-use,forest-land-clearing,SMR,22,Europe
forestry-and-land-use,forest-land-degradation,SMR,0,Europe
forestry-and-land-use,forest-land-fires,SMR,0,Europe
agriculture,manure-left-on-pasture-cattle,SMR,0,Europe
forestry-and-land-use,net-forest-land,SMR,-1561,Europe
forestry-and-land-use,net-shrubgrass,SMR,-113,Europe
forestry-and-land-use,removals,SMR,-48,Europe
forestry-and-land-use,shrubgrass-fires,SMR,0,Europe
agriculture,synthetic-fertilizer-application,SMR,36,Europe
agriculture,cropland-fires,SOM,9026,Africa
transportation,domestic-aviation,SOM,3461,Africa
agriculture,enteric-fermentation-cattle-pasture,SOM,85433,Africa
forestry-and-land-use,forest-land-clearing,SOM,1444,Africa
forestry-and-land-use,forest-land-degradation,SOM,23,Africa
forestry-and-land-use,forest-land-fires,SOM,3,Africa
transportation,international-aviation,SOM,13231,Africa
agriculture,manure-left-on-pasture-cattle,SOM,44113,Africa
forestry-and-land-use,net-forest-land,SOM,108096,Africa
forestry-and-land-use,net-shrubgrass,SOM,-125827,Africa
forestry-and-land-use,net-wetland,SOM,6529,Africa
forestry-and-land-use,removals,SOM,-1706,Africa
transportation,road-transportation,SOM,99498,Africa
forestry-and-land-use,shrubgrass-fires,SOM,107,Africa
agriculture,synthetic-fertilizer-application,SOM,50,Africa
forestry-and-land-use,wetland-fires,SOM,0,Africa
forestry-and-land-use,forest-land-clearing,SPM,0,North America
forestry-and-land-use,forest-land-degradation,SPM,0,North America
forestry-and-land-use,forest-land-fires,SPM,0,North America
transportation,international-aviation,SPM,1387,North America
forestry-and-land-use,net-forest-land,SPM,-33708,North America
forestry-and-land-use,net-shrubgrass,SPM,-2837,North America
forestry-and-land-use,net-wetland,SPM,92,North America
forestry-and-land-use,removals,SPM,-649,North America
forestry-and-land-use,shrubgrass-fires,SPM,0,North America
forestry-and-land-use,wetland-fires,SPM,0,North America
fossil-fuel-operations,coal-mining,SRB,123574,Europe
mineral-extraction,copper-mining,SRB,90774,Europe
agriculture,cropland-fires,SRB,21855,Europe
transportation,domestic-aviation,SRB,995,Europe
power,electricity-generation,SRB,3587571,Europe
agriculture,enteric-fermentation-cattle-pasture,SRB,3866,Europe
forestry-and-land-use,forest-land-clearing,SRB,23441,Europe
forestry-and-land-use,forest-land-degradation,SRB,0,Europe
forestry-and-land-use,forest-land-fires,SRB,3636,Europe
transportation,international-aviation,SRB,152278,Europe
agriculture,manure-left-on-pasture-cattle,SRB,1362,Europe
forestry-and-land-use,net-forest-land,SRB,-215643,Europe
forestry-and-land-use,net-shrubgrass,SRB,-8100,Europe
forestry-and-land-use,net-wetland,SRB,108,Europe
fossil-fuel-operations,oil-and-gas-production-and-transport,SRB,144703,Europe
forestry-and-land-use,removals,SRB,-32486,Europe
transportation,road-transportation,SRB,109995,Europe
forestry-and-land-use,shrubgrass-fires,SRB,1098,Europe
waste,solid-waste-disposal,SRB,85149,Europe
agriculture,synthetic-fertilizer-application,SRB,19939,Europe
waste,wastewater-treatment-and-discharge,SRB,9556,Europe
forestry-and-land-use,water-reservoirs,SRB,1044,Europe
forestry-and-land-use,wetland-fires,SRB,0,Europe
agriculture,cropland-fires,SSD,33588,Africa
transportation,domestic-aviation,SSD,2529,Africa
agriculture,enteric-fermentation-cattle-pasture,SSD,197725,Africa
forestry-and-land-use,forest-land-clearing,SSD,29898,Africa
forestry-and-land-use,forest-land-degradation,SSD,3296,Africa
forestry-and-land-use,forest-land-fires,SSD,7998156,Africa
transportation,international-aviation,SSD,25056,Africa
agriculture,manure-left-on-pasture-cattle,SSD,102095,Africa
forestry-and-land-use,net-forest-land,SSD,1865501,Africa
forestry-and-land-use,net-shrubgrass,SSD,800110,Africa
forestry-and-land-use,net-wetland,SSD,-226339,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,SSD,168829,Africa
forestry-and-land-use,removals,SSD,-10875586,Africa
transportation,road-transportation,SSD,54861,Africa
forestry-and-land-use,shrubgrass-fires,SSD,3046274,Africa
waste,solid-waste-disposal,SSD,223306,Africa
agriculture,synthetic-fertilizer-application,SSD,37,Africa
waste,wastewater-treatment-and-discharge,SSD,2144,Africa
forestry-and-land-use,wetland-fires,SSD,7323,Africa
agriculture,cropland-fires,STP,290,Africa
transportation,domestic-aviation,STP,608,Africa
forestry-and-land-use,forest-land-clearing,STP,7403,Africa
forestry-and-land-use,forest-land-degradation,STP,0,Africa
forestry-and-land-use,forest-land-fires,STP,0,Africa
transportation,international-aviation,STP,15240,Africa
forestry-and-land-use,net-forest-land,STP,28088,Africa
forestry-and-land-use,net-shrubgrass,STP,-1583,Africa
forestry-and-land-use,net-wetland,STP,24550,Africa
forestry-and-land-use,removals,STP,-6914,Africa
transportation,road-transportation,STP,56348,Africa
forestry-and-land-use,shrubgrass-fires,STP,0,Africa
forestry-and-land-use,wetland-fires,STP,0,Africa
mineral-extraction,bauxite-mining,SUR,0,South America
agriculture,cropland-fires,SUR,5701,South America
power,electricity-generation,SUR,311000,South America
agriculture,enteric-fermentation-cattle-pasture,SUR,1644,South America
forestry-and-land-use,forest-land-clearing,SUR,340759,South America
forestry-and-land-use,forest-land-degradation,SUR,118485,South America
forestry-and-land-use,forest-land-fires,SUR,1234,South America
transportation,international-aviation,SUR,62038,South America
agriculture,manure-left-on-pasture-cattle,SUR,472,South America
forestry-and-land-use,net-forest-land,SUR,-58309,South America
forestry-and-land-use,net-shrubgrass,SUR,14384,South America
forestry-and-land-use,net-wetland,SUR,17394,South America
fossil-fuel-operations,oil-and-gas-refining,SUR,70781,South America
forestry-and-land-use,removals,SUR,-467548,South America
transportation,road-transportation,SUR,23101,South America
forestry-and-land-use,shrubgrass-fires,SUR,3615,South America
waste,solid-waste-disposal,SUR,433908,South America
agriculture,synthetic-fertilizer-application,SUR,123,South America
forestry-and-land-use,water-reservoirs,SUR,446257,South America
forestry-and-land-use,wetland-fires,SUR,199,South America
fossil-fuel-operations,coal-mining,SVK,135743,Europe
agriculture,cropland-fires,SVK,25366,Europe
transportation,domestic-aviation,SVK,6,Europe
power,electricity-generation,SVK,277083,Europe
agriculture,enteric-fermentation-cattle-pasture,SVK,14929,Europe
forestry-and-land-use,forest-land-clearing,SVK,81782,Europe
forestry-and-land-use,forest-land-degradation,SVK,0,Europe
forestry-and-land-use,forest-land-fires,SVK,12,Europe
transportation,international-aviation,SVK,30149,Europe
agriculture,manure-left-on-pasture-cattle,SVK,5107,Europe
forestry-and-land-use,net-forest-land,SVK,-207158,Europe
forestry-and-land-use,net-shrubgrass,SVK,-543,Europe
forestry-and-land-use,net-wetland,SVK,809,Europe
fossil-fuel-operations,oil-and-gas-refining,SVK,1422981,Europe
manufacturing,other-manufacturing,SVK,326666,Europe
manufacturing,petrochemicals,SVK,288600,Europe
forestry-and-land-use,removals,SVK,-83625,Europe
transportation,road-transportation,SVK,75786,Europe
forestry-and-land-use,shrubgrass-fires,SVK,86,Europe
waste,solid-waste-disposal,SVK,11011,Europe
agriculture,synthetic-fertilizer-application,SVK,21082,Europe
waste,wastewater-treatment-and-discharge,SVK,702,Europe
forestry-and-land-use,water-reservoirs,SVK,2356,Europe
forestry-and-land-use,wetland-fires,SVK,0,Europe
fossil-fuel-operations,coal-mining,SVN,438339,Europe
agriculture,cropland-fires,SVN,1606,Europe
power,electricity-generation,SVN,937000,Europe
agriculture,enteric-fermentation-cattle-pasture,SVN,6034,Europe
forestry-and-land-use,forest-land-clearing,SVN,13432,Europe
forestry-and-land-use,forest-land-degradation,SVN,0,Europe
forestry-and-land-use,forest-land-fires,SVN,4379,Europe
transportation,international-aviation,SVN,60933,Europe
agriculture,manure-left-on-pasture-cattle,SVN,2126,Europe
forestry-and-land-use,net-forest-land,SVN,6887,Europe
forestry-and-land-use,net-shrubgrass,SVN,-1446,Europe
forestry-and-land-use,net-wetland,SVN,142,Europe
manufacturing,other-manufacturing,SVN,104383,Europe
forestry-and-land-use,removals,SVN,-19535,Europe
transportation,road-transportation,SVN,149158,Europe
forestry-and-land-use,shrubgrass-fires,SVN,342,Europe
waste,solid-waste-disposal,SVN,12080,Europe
agriculture,synthetic-fertilizer-application,SVN,1516,Europe
waste,wastewater-treatment-and-discharge,SVN,1275,Europe
forestry-and-land-use,water-reservoirs,SVN,202,Europe
forestry-and-land-use,wetland-fires,SVN,0,Europe
mineral-extraction,copper-mining,SWE,86780,Europe
agriculture,cropland-fires,SWE,3174,Europe
transportation,domestic-aviation,SWE,10962,Europe
power,electricity-generation,SWE,48800,Europe
agriculture,enteric-fermentation-cattle-pasture,SWE,12760,Europe
forestry-and-land-use,forest-land-clearing,SWE,759002,Europe
forestry-and-land-use,forest-land-degradation,SWE,0,Europe
forestry-and-land-use,forest-land-fires,SWE,0,Europe
transportation,international-aviation,SWE,75184,Europe
mineral-extraction,iron-mining,SWE,132200,Europe
agriculture,manure-left-on-pasture-cattle,SWE,4495,Europe
forestry-and-land-use,net-forest-land,SWE,490341,Europe
forestry-and-land-use,net-shrubgrass,SWE,81846,Europe
forestry-and-land-use,net-wetland,SWE,2314,Europe
fossil-fuel-operations,oil-and-gas-refining,SWE,906698,Europe
manufacturing,other-manufacturing,SWE,212333,Europe
manufacturing,petrochemicals,SWE,605053,Europe
forestry-and-land-use,removals,SWE,-745516,Europe
transportation,road-transportation,SWE,120935,Europe
forestry-and-land-use,shrubgrass-fires,SWE,0,Europe
waste,solid-waste-disposal,SWE,11065,Europe
agriculture,synthetic-fertilizer-application,SWE,9242,Europe
waste,wastewater-treatment-and-discharge,SWE,1821,Europe
forestry-and-land-use,water-reservoirs,SWE,8412,Europe
forestry-and-land-use,wetland-fires,SWE,0,Europe
fossil-fuel-operations,coal-mining,SWZ,75727,Africa
agriculture,cropland-fires,SWZ,34289,Africa
power,electricity-generation,SWZ,2333,Africa
agriculture,enteric-fermentation-cattle-pasture,SWZ,17265,Africa
forestry-and-land-use,forest-land-clearing,SWZ,40908,Africa
forestry-and-land-use,forest-land-degradation,SWZ,0,Africa
forestry-and-land-use,forest-land-fires,SWZ,34434,Africa
transportation,international-aviation,SWZ,3373,Africa
mineral-extraction,iron-mining,SWZ,0,Africa
agriculture,manure-left-on-pasture-cattle,SWZ,8915,Africa
forestry-and-land-use,net-forest-land,SWZ,-220606,Africa
forestry-and-land-use,net-shrubgrass,SWZ,-53285,Africa
forestry-and-land-use,net-wetland,SWZ,-1755,Africa
forestry-and-land-use,removals,SWZ,-98651,Africa
transportation,road-transportation,SWZ,21161,Africa
forestry-and-land-use,shrubgrass-fires,SWZ,21641,Africa
agriculture,synthetic-fertilizer-application,SWZ,178,Africa
waste,wastewater-treatment-and-discharge,SWZ,1799,Africa
forestry-and-land-use,water-reservoirs,SWZ,3081,Africa
forestry-and-land-use,wetland-fires,SWZ,55,Africa
forestry-and-land-use,forest-land-clearing,SXM,62,North America
forestry-and-land-use,forest-land-degradation,SXM,515,North America
forestry-and-land-use,forest-land-fires,SXM,0,North America
transportation,international-aviation,SXM,212587,North America
forestry-and-land-use,net-forest-land,SXM,2884,North America
forestry-and-land-use,net-shrubgrass,SXM,2725,North America
forestry-and-land-use,net-wetland,SXM,590,North America
forestry-and-land-use,removals,SXM,-505,North America
forestry-and-land-use,shrubgrass-fires,SXM,0,North America
waste,wastewater-treatment-and-discharge,SXM,2092,North America
forestry-and-land-use,wetland-fires,SXM,0,North America
agriculture,cropland-fires,SYC,0,Africa
transportation,domestic-aviation,SYC,2666,Africa
forestry-and-land-use,forest-land-clearing,SYC,377,Africa
forestry-and-land-use,forest-land-degradation,SYC,1581,Africa
forestry-and-land-use,forest-land-fires,SYC,0,Africa
transportation,international-aviation,SYC,216221,Africa
forestry-and-land-use,net-forest-land,SYC,40636,Africa
forestry-and-land-use,net-shrubgrass,SYC,6718,Africa
forestry-and-land-use,net-wetland,SYC,-3564,Africa
forestry-and-land-use,removals,SYC,-1567,Africa
forestry-and-land-use,shrubgrass-fires,SYC,0,Africa
waste,wastewater-treatment-and-discharge,SYC,1023,Africa
forestry-and-land-use,wetland-fires,SYC,0,Africa
agriculture,cropland-fires,SYR,61034,Asia
transportation,domestic-aviation,SYR,286,Asia
power,electricity-generation,SYR,944272,Asia
agriculture,enteric-fermentation-cattle-pasture,SYR,28899,Asia
forestry-and-land-use,forest-land-clearing,SYR,2745,Asia
forestry-and-land-use,forest-land-degradation,SYR,0,Asia
forestry-and-land-use,forest-land-fires,SYR,118,Asia
transportation,international-aviation,SYR,22900,Asia
agriculture,manure-left-on-pasture-cattle,SYR,9739,Asia
forestry-and-land-use,net-forest-land,SYR,-18353,Asia
forestry-and-land-use,net-shrubgrass,SYR,249215,Asia
forestry-and-land-use,net-wetland,SYR,435,Asia
forestry-and-land-use,removals,SYR,5475,Asia
transportation,road-transportation,SYR,178278,Asia
forestry-and-land-use,shrubgrass-fires,SYR,714,Asia
agriculture,synthetic-fertilizer-application,SYR,7186,Asia
waste,wastewater-treatment-and-discharge,SYR,27818,Asia
forestry-and-land-use,water-reservoirs,SYR,284883,Asia
forestry-and-land-use,wetland-fires,SYR,0,Asia
transportation,domestic-aviation,TCA,1304,North America
forestry-and-land-use,forest-land-clearing,TCA,342,North America
forestry-and-land-use,forest-land-degradation,TCA,28,North America
forestry-and-land-use,forest-land-fires,TCA,0,North America
transportation,international-aviation,TCA,120252,North America
forestry-and-land-use,net-forest-land,TCA,-2492,North America
forestry-and-land-use,net-shrubgrass,TCA,-4929,North America
forestry-and-land-use,net-wetland,TCA,815,North America
forestry-and-land-use,removals,TCA,-394,North America
forestry-and-land-use,shrubgrass-fires,TCA,0,North America
forestry-and-land-use,wetland-fires,TCA,0,North America
agriculture,cropland-fires,TCD,56701,Africa
power,electricity-generation,TCD,33000,Africa
agriculture,enteric-fermentation-cattle-pasture,TCD,862528,Africa
forestry-and-land-use,forest-land-clearing,TCD,136695,Africa
forestry-and-land-use,forest-land-degradation,TCD,0,Africa
forestry-and-land-use,forest-land-fires,TCD,895874,Africa
transportation,international-aviation,TCD,57482,Africa
agriculture,manure-left-on-pasture-cattle,TCD,445366,Africa
forestry-and-land-use,net-forest-land,TCD,-448794,Africa
forestry-and-land-use,net-shrubgrass,TCD,-1467156,Africa
forestry-and-land-use,net-wetland,TCD,-26767,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,TCD,914559,Africa
forestry-and-land-use,removals,TCD,-1932045,Africa
transportation,road-transportation,TCD,50565,Africa
forestry-and-land-use,shrubgrass-fires,TCD,862720,Africa
waste,solid-waste-disposal,TCD,137546,Africa
agriculture,synthetic-fertilizer-application,TCD,93,Africa
waste,wastewater-treatment-and-discharge,TCD,2000,Africa
forestry-and-land-use,wetland-fires,TCD,3429,Africa
agriculture,cropland-fires,TGO,70773,Africa
power,electricity-generation,TGO,0,Africa
agriculture,enteric-fermentation-cattle-pasture,TGO,19420,Africa
forestry-and-land-use,forest-land-clearing,TGO,73808,Africa
forestry-and-land-use,forest-land-degradation,TGO,4317,Africa
forestry-and-land-use,forest-land-fires,TGO,961940,Africa
transportation,international-aviation,TGO,213747,Africa
agriculture,manure-left-on-pasture-cattle,TGO,10027,Africa
forestry-and-land-use,net-forest-land,TGO,16455,Africa
forestry-and-land-use,net-shrubgrass,TGO,-102569,Africa
forestry-and-land-use,net-wetland,TGO,-3761,Africa
forestry-and-land-use,removals,TGO,-938419,Africa
transportation,road-transportation,TGO,58481,Africa
forestry-and-land-use,shrubgrass-fires,TGO,171476,Africa
waste,solid-waste-disposal,TGO,164024,Africa
waste,wastewater-treatment-and-discharge,TGO,1566,Africa
forestry-and-land-use,water-reservoirs,TGO,53734,Africa
forestry-and-land-use,wetland-fires,TGO,454,Africa
fossil-fuel-operations,coal-mining,THA,2007875,Asia
agriculture,cropland-fires,THA,147195,Asia
transportation,domestic-aviation,THA,64110,Asia
power,electricity-generation,THA,976115,Asia
agriculture,enteric-fermentation-cattle-pasture,THA,16480,Asia
forestry-and-land-use,forest-land-clearing,THA,118273,Asia
forestry-and-land-use,forest-land-degradation,THA,2268,Asia
forestry-and-land-use,forest-land-fires,THA,24130,Asia
transportation,international-aviation,THA,767087,Asia
agriculture,manure-left-on-pasture-cattle,THA,5507,Asia
forestry-and-land-use,net-forest-land,THA,-30262,Asia
forestry-and-land-use,net-shrubgrass,THA,-177,Asia
forestry-and-land-use,net-wetland,THA,-1933,Asia
fossil-fuel-operations,oil-and-gas-production-and-transport,THA,2650479,Asia
fossil-fuel-operations,oil-and-gas-refining,THA,1955142,Asia
forestry-and-land-use,removals,THA,-149870,Asia
agriculture,rice-cultivation,THA,346334,Asia
transportation,road-transportation,THA,115806,Asia
forestry-and-land-use,shrubgrass-fires,THA,2843,Asia
waste,solid-waste-disposal,THA,10450,Asia
agriculture,synthetic-fertilizer-application,THA,16343,Asia
waste,wastewater-treatment-and-discharge,THA,6200,Asia
forestry-and-land-use,water-reservoirs,THA,35652,Asia
forestry-and-land-use,wetland-fires,THA,8,Asia
fossil-fuel-operations,coal-mining,TJK,63703,Asia
agriculture,cropland-fires,TJK,11882,Asia
transportation,domestic-aviation,TJK,545,Asia
power,electricity-generation,TJK,170000,Asia
agriculture,enteric-fermentation-cattle-pasture,TJK,21134,Asia
forestry-and-land-use,forest-land-clearing,TJK,0,Asia
forestry-and-land-use,forest-land-degradation,TJK,0,Asia
forestry-and-land-use,forest-land-fires,TJK,38,Asia
transportation,international-aviation,TJK,89042,Asia
agriculture,manure-left-on-pasture-cattle,TJK,7122,Asia
forestry-and-land-use,net-forest-land,TJK,-4518,Asia
forestry-and-land-use,net-shrubgrass,TJK,-180543,Asia
forestry-and-land-use,net-wetland,TJK,1014,Asia
forestry-and-land-use,removals,TJK,-3058,Asia
transportation,road-transportation,TJK,71223,Asia
forestry-and-land-use,shrubgrass-fires,TJK,161,Asia
waste,solid-waste-disposal,TJK,141970,Asia
agriculture,synthetic-fertilizer-application,TJK,10436,Asia
waste,wastewater-treatment-and-discharge,TJK,19945,Asia
forestry-and-land-use,water-reservoirs,TJK,44464,Asia
forestry-and-land-use,wetland-fires,TJK,0,Asia
agriculture,cropland-fires,TKM,15274,Asia
transportation,domestic-aviation,TKM,9521,Asia
power,electricity-generation,TKM,1300933,Asia
agriculture,enteric-fermentation-cattle-pasture,TKM,15766,Asia
forestry-and-land-use,forest-land-clearing,TKM,0,Asia
forestry-and-land-use,forest-land-degradation,TKM,0,Asia
forestry-and-land-use,forest-land-fires,TKM,0,Asia
transportation,international-aviation,TKM,15688,Asia
agriculture,manure-left-on-pasture-cattle,TKM,5313,Asia
forestry-and-land-use,net-forest-land,TKM,-275,Asia
forestry-and-land-use,net-shrubgrass,TKM,934219,Asia
forestry-and-land-use,net-wetland,TKM,-1027,Asia
fossil-fuel-operations,oil-and-gas-production-and-transport,TKM,16531207,Asia
fossil-fuel-operations,oil-and-gas-refining,TKM,437036,Asia
forestry-and-land-use,removals,TKM,12396,Asia
agriculture,rice-cultivation,TKM,1,Asia
transportation,road-transportation,TKM,82942,Asia
forestry-and-land-use,shrubgrass-fires,TKM,319,Asia
agriculture,synthetic-fertilizer-application,TKM,1490,Asia
waste,wastewater-treatment-and-discharge,TKM,3047,Asia
forestry-and-land-use,wetland-fires,TKM,11,Asia
agriculture,cropland-fires,TLS,6756,Asia
power,electricity-generation,TLS,166000,Asia
agriculture,enteric-fermentation-cattle-pasture,TLS,10730,Asia
forestry-and-land-use,forest-land-clearing,TLS,14327,Asia
forestry-and-land-use,forest-land-degradation,TLS,615,Asia
forestry-and-land-use,forest-land-fires,TLS,108,Asia
transportation,international-aviation,TLS,10072,Asia
agriculture,manure-left-on-pasture-cattle,TLS,3616,Asia
forestry-and-land-use,net-forest-land,TLS,47836,Asia
forestry-and-land-use,net-shrubgrass,TLS,-7073,Asia
forestry-and-land-use,net-wetland,TLS,1265,Asia
fossil-fuel-operations,oil-and-gas-production-and-transport,TLS,1631363,Asia
forestry-and-land-use,removals,TLS,-14661,Asia
agriculture,rice-cultivation,TLS,617,Asia
transportation,road-transportation,TLS,25031,Asia
forestry-and-land-use,shrubgrass-fires,TLS,29,Asia
waste,solid-waste-disposal,TLS,61161,Asia
agriculture,synthetic-fertilizer-application,TLS,728,Asia
forestry-and-land-use,wetland-fires,TLS,0,Asia
agriculture,cropland-fires,TON,130,Oceania
forestry-and-land-use,forest-land-clearing,TON,0,Oceania
forestry-and-land-use,forest-land-degradation,TON,0,Oceania
forestry-and-land-use,forest-land-fires,TON,0,Oceania
transportation,international-aviation,TON,9589,Oceania
forestry-and-land-use,net-forest-land,TON,33221,Oceania
forestry-and-land-use,net-shrubgrass,TON,435,Oceania
forestry-and-land-use,net-wetland,TON,6909,Oceania
forestry-and-land-use,removals,TON,540,Oceania
forestry-and-land-use,shrubgrass-fires,TON,0,Oceania
waste,solid-waste-disposal,TON,99606,Oceania
waste,wastewater-treatment-and-discharge,TON,37,Oceania
forestry-and-land-use,wetland-fires,TON,0,Oceania
agriculture,cropland-fires,TTO,548,North America
transportation,domestic-aviation,TTO,5878,North America
power,electricity-generation,TTO,832000,North America
agriculture,enteric-fermentation-cattle-pasture,TTO,4147,North America
forestry-and-land-use,forest-land-clearing,TTO,11821,North America
forestry-and-land-use,forest-land-degradation,TTO,2382,North America
forestry-and-land-use,forest-land-fires,TTO,15,North America
transportation,international-aviation,TTO,83965,North America
agriculture,manure-left-on-pasture-cattle,TTO,1193,North America
forestry-and-land-use,net-forest-land,TTO,-129605,North America
forestry-and-land-use,net-shrubgrass,TTO,3184,North America
forestry-and-land-use,net-wetland,TTO,1573,North America
fossil-fuel-operations,oil-and-gas-production-and-transport,TTO,725498,North America
fossil-fuel-operations,oil-and-gas-refining,TTO,0,North America
forestry-and-land-use,removals,TTO,-15502,North America
transportation,road-transportation,TTO,323580,North America
forestry-and-land-use,shrubgrass-fires,TTO,0,North America
waste,solid-waste-disposal,TTO,456188,North America
agriculture,synthetic-fertilizer-application,TTO,0,North America
waste,wastewater-treatment-and-discharge,TTO,3057,North America
forestry-and-land-use,wetland-fires,TTO,0,North America
agriculture,cropland-fires,TUN,755,Africa
transportation,domestic-aviation,TUN,1790,Africa
power,electricity-generation,TUN,579812,Africa
agriculture,enteric-fermentation-cattle-pasture,TUN,2291,Africa
forestry-and-land-use,forest-land-clearing,TUN,2012,Africa
forestry-and-land-use,forest-land-degradation,TUN,0,Africa
forestry-and-land-use,forest-land-fires,TUN,2744,Africa
transportation,international-aviation,TUN,99446,Africa
mineral-extraction,iron-mining,TUN,0,Africa
agriculture,manure-left-on-pasture-cattle,TUN,1183,Africa
forestry-and-land-use,net-forest-land,TUN,-15193,Africa
forestry-and-land-use,net-shrubgrass,TUN,4502,Africa
forestry-and-land-use,net-wetland,TUN,-222,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,TUN,34621,Africa
fossil-fuel-operations,oil-and-gas-refining,TUN,126639,Africa
forestry-and-land-use,removals,TUN,-5643,Africa
transportation,road-transportation,TUN,71993,Africa
forestry-and-land-use,shrubgrass-fires,TUN,889,Africa
waste,solid-waste-disposal,TUN,219961,Africa
agriculture,synthetic-fertilizer-application,TUN,2201,Africa
waste,wastewater-treatment-and-discharge,TUN,10660,Africa
forestry-and-land-use,water-reservoirs,TUN,2678,Africa
forestry-and-land-use,wetland-fires,TUN,0,Africa
fossil-fuel-operations,coal-mining,TUR,89753,Asia
mineral-extraction,copper-mining,TUR,126580,Asia
agriculture,cropland-fires,TUR,58341,Asia
transportation,domestic-aviation,TUR,59465,Asia
power,electricity-generation,TUR,1306353,Asia
agriculture,enteric-fermentation-cattle-pasture,TUR,26012,Asia
forestry-and-land-use,forest-land-clearing,TUR,35593,Asia
forestry-and-land-use,forest-land-degradation,TUR,0,Asia
forestry-and-land-use,forest-land-fires,TUR,1516,Asia
transportation,international-aviation,TUR,313938,Asia
mineral-extraction,iron-mining,TUR,12242,Asia
