sector,subsector,iso3_country,co2e_100yr,continent_ct
power,electricity-generation,ABW,1563000,North America
forestry-and-land-use,forest-land-clearing,ABW,0,North America
forestry-and-land-use,forest-land-degradation,ABW,0,North America
forestry-and-land-use,forest-land-fires,ABW,0,North America
transportation,international-aviation,ABW,339168,North America
forestry-and-land-use,net-forest-land,ABW,-236,North America
forestry-and-land-use,net-shrubgrass,ABW,-44855,North America
forestry-and-land-use,net-wetland,ABW,-62,North America
forestry-and-land-use,removals,ABW,-504,North America
forestry-and-land-use,shrubgrass-fires,ABW,0,North America
waste,wastewater-treatment-and-discharge,ABW,105,North America
forestry-and-land-use,wetland-fires,ABW,0,North America
fossil-fuel-operations,coal-mining,AFG,153379,Asia
agriculture,cropland-fires,AFG,17357,Asia
transportation,domestic-aviation,AFG,3591,Asia
agriculture,enteric-fermentation-cattle-pasture,AFG,5989,Asia
forestry-and-land-use,forest-land-clearing,AFG,7,Asia
forestry-and-land-use,forest-land-degradation,AFG,0,Asia
forestry-and-land-use,forest-land-fires,AFG,24,Asia
transportation,international-aviation,AFG,15421,Asia
agriculture,manure-left-on-pasture-cattle,AFG,1364,Asia
forestry-and-land-use,net-forest-land,AFG,-14118,Asia
forestry-and-land-use,net-shrubgrass,AFG,29771,Asia
forestry-and-land-use,net-wetland,AFG,144,Asia
fossil-fuel-operations,oil-and-gas-refining,AFG,62495,Asia
forestry-and-land-use,removals,AFG,655,Asia
agriculture,rice-cultivation,AFG,0,Asia
transportation,road-transportation,AFG,68898,Asia
forestry-and-land-use,shrubgrass-fires,AFG,79,Asia
agriculture,synthetic-fertilizer-application,AFG,1462,Asia
waste,wastewater-treatment-and-discharge,AFG,11473,Asia
forestry-and-land-use,water-reservoirs,AFG,10239,Asia
forestry-and-land-use,wetland-fires,AFG,0,Asia
agriculture,cropland-fires,AGO,70827,Africa
transportation,domestic-aviation,AGO,2837,Africa
power,electricity-generation,AGO,194600,Africa
agriculture,enteric-fermentation-cattle-pasture,AGO,56627,Africa
forestry-and-land-use,forest-land-clearing,AGO,1219105,Africa
forestry-and-land-use,forest-land-degradation,AGO,45442,Africa
forestry-and-land-use,forest-land-fires,AGO,18738120,Africa
transportation,international-aviation,AGO,398241,Africa
mineral-extraction,iron-mining,AGO,0,Africa
agriculture,manure-left-on-pasture-cattle,AGO,29239,Africa
forestry-and-land-use,net-forest-land,AGO,-1555072,Africa
forestry-and-land-use,net-shrubgrass,AGO,-762975,Africa
forestry-and-land-use,net-wetland,AGO,163585,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,AGO,1058912,Africa
fossil-fuel-operations,oil-and-gas-refining,AGO,354347,Africa
forestry-and-land-use,removals,AGO,-19634451,Africa
transportation,road-transportation,AGO,182162,Africa
forestry-and-land-use,shrubgrass-fires,AGO,2650849,Africa
waste,solid-waste-disposal,AGO,386270,Africa
agriculture,synthetic-fertilizer-application,AGO,168,Africa
waste,wastewater-treatment-and-discharge,AGO,17420,Africa
forestry-and-land-use,water-reservoirs,AGO,57493,Africa
forestry-and-land-use,wetland-fires,AGO,18124,Africa
forestry-and-land-use,forest-land-clearing,AIA,1,North America
forestry-and-land-use,forest-land-degradation,AIA,0,North America
forestry-and-land-use,forest-land-fires,AIA,0,North America
transportation,international-aviation,AIA,5826,North America
forestry-and-land-use,net-forest-land,AIA,-372,North America
forestry-and-land-use,net-shrubgrass,AIA,330,North America
forestry-and-land-use,net-wetland,AIA,-32,North America
forestry-and-land-use,removals,AIA,-1,North America
forestry-and-land-use,shrubgrass-fires,AIA,0,North America
forestry-and-land-use,wetland-fires,AIA,0,North America
forestry-and-land-use,forest-land-clearing,ALA,45856,Europe
forestry-and-land-use,forest-land-degradation,ALA,0,Europe
forestry-and-land-use,forest-land-fires,ALA,0,Europe
forestry-and-land-use,net-forest-land,ALA,253114,Europe
forestry-and-land-use,net-shrubgrass,ALA,2059,Europe
forestry-and-land-use,net-wetland,ALA,121,Europe
forestry-and-land-use,removals,ALA,-40007,Europe
forestry-and-land-use,shrubgrass-fires,ALA,0,Europe
forestry-and-land-use,wetland-fires,ALA,0,Europe
fossil-fuel-operations,coal-mining,ALB,18381,Europe
mineral-extraction,copper-mining,ALB,17483,Europe
agriculture,cropland-fires,ALB,7173,Europe
agriculture,enteric-fermentation-cattle-pasture,ALB,25465,Europe
forestry-and-land-use,forest-land-clearing,ALB,17342,Europe
forestry-and-land-use,forest-land-degradation,ALB,0,Europe
forestry-and-land-use,forest-land-fires,ALB,16732,Europe
transportation,international-aviation,ALB,144070,Europe
agriculture,manure-left-on-pasture-cattle,ALB,8972,Europe
forestry-and-land-use,net-forest-land,ALB,-140807,Europe
forestry-and-land-use,net-shrubgrass,ALB,-24975,Europe
forestry-and-land-use,net-wetland,ALB,-1255,Europe
fossil-fuel-operations,oil-and-gas-refining,ALB,114413,Europe
forestry-and-land-use,removals,ALB,-46169,Europe
transportation,road-transportation,ALB,167407,Europe
forestry-and-land-use,shrubgrass-fires,ALB,5253,Europe
waste,solid-waste-disposal,ALB,51703,Europe
agriculture,synthetic-fertilizer-application,ALB,8750,Europe
waste,wastewater-treatment-and-discharge,ALB,14419,Europe
forestry-and-land-use,water-reservoirs,ALB,3427,Europe
forestry-and-land-use,wetland-fires,ALB,0,Europe
agriculture,cropland-fires,AND,22,Europe
agriculture,enteric-fermentation-cattle-pasture,AND,0,Europe
forestry-and-land-use,forest-land-clearing,AND,1048,Europe
forestry-and-land-use,forest-land-degradation,AND,0,Europe
forestry-and-land-use,forest-land-fires,AND,0,Europe
agriculture,manure-left-on-pasture-cattle,AND,0,Europe
forestry-and-land-use,net-forest-land,AND,-14422,Europe
forestry-and-land-use,net-shrubgrass,AND,5418,Europe
forestry-and-land-use,net-wetland,AND,0,Europe
forestry-and-land-use,removals,AND,-1170,Europe
forestry-and-land-use,shrubgrass-fires,AND,0,Europe
waste,solid-waste-disposal,AND,71485,Europe
agriculture,synthetic-fertilizer-application,AND,3,Europe
forestry-and-land-use,wetland-fires,AND,0,Europe
agriculture,cropland-fires,ARE,230,Asia
transportation,domestic-aviation,ARE,7,Asia
power,electricity-generation,ARE,3118370,Asia
agriculture,enteric-fermentation-cattle-pasture,ARE,1622,Asia
forestry-and-land-use,forest-land-clearing,ARE,0,Asia
forestry-and-land-use,forest-land-degradation,ARE,0,Asia
forestry-and-land-use,forest-land-fires,ARE,0,Asia
transportation,international-aviation,ARE,3191474,Asia
agriculture,manure-left-on-pasture-cattle,ARE,546,Asia
forestry-and-land-use,net-forest-land,ARE,-1242,Asia
forestry-and-land-use,net-shrubgrass,ARE,-435,Asia
forestry-and-land-use,net-wetland,ARE,-184,Asia
fossil-fuel-operations,oil-and-gas-production-and-transport,ARE,6911683,Asia
fossil-fuel-operations,oil-and-gas-refining,ARE,1850875,Asia
forestry-and-land-use,removals,ARE,-38,Asia
transportation,road-transportation,ARE,78791,Asia
forestry-and-land-use,shrubgrass-fires,ARE,0,Asia
waste,solid-waste-disposal,ARE,342827,Asia
waste,wastewater-treatment-and-discharge,ARE,6194,Asia
forestry-and-land-use,wetland-fires,ARE,0,Asia
fossil-fuel-operations,coal-mining,ARG,9897,South America
mineral-extraction,copper-mining,ARG,57190,South America
agriculture,cropland-fires,ARG,312963,South America
transportation,domestic-aviation,ARG,44084,South America
power,electricity-generation,ARG,513406,South America
agriculture,enteric-fermentation-cattle-feedlot,ARG,18008,South America
agriculture,enteric-fermentation-cattle-pasture,ARG,352975,South America
forestry-and-land-use,forest-land-clearing,ARG,225692,South America
forestry-and-land-use,forest-land-degradation,ARG,17,South America
forestry-and-land-use,forest-land-fires,ARG,299593,South America
transportation,international-aviation,ARG,200401,South America
agriculture,manure-left-on-pasture-cattle,ARG,101596,South America
agriculture,manure-management-cattle-feedlot,ARG,365,South America
forestry-and-land-use,net-forest-land,ARG,-23497,South America
forestry-and-land-use,net-shrubgrass,ARG,-243365,South America
forestry-and-land-use,net-wetland,ARG,892,South America
fossil-fuel-operations,oil-and-gas-production-and-transport,ARG,2546650,South America
fossil-fuel-operations,oil-and-gas-refining,ARG,743000,South America
forestry-and-land-use,removals,ARG,-634611,South America
agriculture,rice-cultivation,ARG,49,South America
transportation,road-transportation,ARG,300767,South America
forestry-and-land-use,shrubgrass-fires,ARG,73207,South America
waste,solid-waste-disposal,ARG,208257,South America
agriculture,synthetic-fertilizer-application,ARG,31581,South America
waste,wastewater-treatment-and-discharge,ARG,10670,South America
forestry-and-land-use,water-reservoirs,ARG,37542,South America
forestry-and-land-use,wetland-fires,ARG,14415,South America
mineral-extraction,copper-mining,ARM,413715,Asia
agriculture,cropland-fires,ARM,9800,Asia
power,electricity-generation,ARM,551000,Asia
agriculture,enteric-fermentation-cattle-pasture,ARM,116441,Asia
forestry-and-land-use,forest-land-clearing,ARM,505,Asia
forestry-and-land-use,forest-land-degradation,ARM,0,Asia
forestry-and-land-use,forest-land-fires,ARM,8665,Asia
transportation,international-aviation,ARM,131142,Asia
agriculture,manure-left-on-pasture-cattle,ARM,39243,Asia
forestry-and-land-use,net-forest-land,ARM,-662859,Asia
forestry-and-land-use,net-shrubgrass,ARM,311812,Asia
forestry-and-land-use,net-wetland,ARM,1093,Asia
forestry-and-land-use,removals,ARM,-38228,Asia
transportation,road-transportation,ARM,405995,Asia
forestry-and-land-use,shrubgrass-fires,ARM,11272,Asia
waste,solid-waste-disposal,ARM,253019,Asia
agriculture,synthetic-fertilizer-application,ARM,6981,Asia
waste,wastewater-treatment-and-discharge,ARM,3525,Asia
forestry-and-land-use,water-reservoirs,ARM,1137,Asia
forestry-and-land-use,wetland-fires,ARM,0,Asia
transportation,international-aviation,ASM,8960,Oceania
waste,wastewater-treatment-and-discharge,ASM,949,Oceania
forestry-and-land-use,forest-land-clearing,ATA,0,Antarctica
forestry-and-land-use,forest-land-degradation,ATA,0,Antarctica
forestry-and-land-use,forest-land-clearing,ATF,0,Antarctica
forestry-and-land-use,forest-land-degradation,ATF,0,Antarctica
forestry-and-land-use,forest-land-fires,ATF,0,Antarctica
forestry-and-land-use,net-forest-land,ATF,-879,Antarctica
forestry-and-land-use,net-shrubgrass,ATF,3349,Antarctica
forestry-and-land-use,net-wetland,ATF,252,Antarctica
forestry-and-land-use,removals,ATF,17,Antarctica
forestry-and-land-use,shrubgrass-fires,ATF,0,Antarctica
forestry-and-land-use,wetland-fires,ATF,0,Antarctica
agriculture,cropland-fires,ATG,9,North America
forestry-and-land-use,forest-land-clearing,ATG,1406,North America
forestry-and-land-use,forest-land-degradation,ATG,250,North America
forestry-and-land-use,forest-land-fires,ATG,0,North America
transportation,international-aviation,ATG,166622,North America
forestry-and-land-use,net-forest-land,ATG,26594,North America
forestry-and-land-use,net-shrubgrass,ATG,-20,North America
forestry-and-land-use,net-wetland,ATG,3427,North America
forestry-and-land-use,removals,ATG,-1332,North America
forestry-and-land-use,shrubgrass-fires,ATG,0,North America
waste,wastewater-treatment-and-discharge,ATG,63,North America
forestry-and-land-use,wetland-fires,ATG,0,North America
mineral-extraction,bauxite-mining,AUS,95034,Oceania
fossil-fuel-operations,coal-mining,AUS,794490,Oceania
mineral-extraction,copper-mining,AUS,99169,Oceania
agriculture,cropland-fires,AUS,107629,Oceania
transportation,domestic-aviation,AUS,41253,Oceania
power,electricity-generation,AUS,984326,Oceania
agriculture,enteric-fermentation-cattle-feedlot,AUS,17628,Oceania
agriculture,enteric-fermentation-cattle-pasture,AUS,143958,Oceania
forestry-and-land-use,forest-land-clearing,AUS,252926,Oceania
forestry-and-land-use,forest-land-degradation,AUS,420,Oceania
forestry-and-land-use,forest-land-fires,AUS,4489331,Oceania
transportation,international-aviation,AUS,522152,Oceania
mineral-extraction,iron-mining,AUS,113567,Oceania
agriculture,manure-left-on-pasture-cattle,AUS,56908,Oceania
agriculture,manure-management-cattle-feedlot,AUS,669,Oceania
forestry-and-land-use,net-forest-land,AUS,1283040,Oceania
forestry-and-land-use,net-shrubgrass,AUS,1729587,Oceania
forestry-and-land-use,net-wetland,AUS,-4603,Oceania
fossil-fuel-operations,oil-and-gas-production-and-transport,AUS,3390093,Oceania
fossil-fuel-operations,oil-and-gas-refining,AUS,508869,Oceania
forestry-and-land-use,removals,AUS,-4051471,Oceania
transportation,road-transportation,AUS,349889,Oceania
forestry-and-land-use,shrubgrass-fires,AUS,460105,Oceania
waste,solid-waste-disposal,AUS,126764,Oceania
agriculture,synthetic-fertilizer-application,AUS,35989,Oceania
waste,wastewater-treatment-and-discharge,AUS,948,Oceania
forestry-and-land-use,water-reservoirs,AUS,10841,Oceania
forestry-and-land-use,wetland-fires,AUS,1328,Oceania
agriculture,cropland-fires,AUT,8641,Europe
transportation,domestic-aviation,AUT,3539,Europe
power,electricity-generation,AUT,501428,Europe
agriculture,enteric-fermentation-cattle-pasture,AUT,30968,Europe
forestry-and-land-use,forest-land-clearing,AUT,258390,Europe
forestry-and-land-use,forest-land-degradation,AUT,0,Europe
forestry-and-land-use,forest-land-fires,AUT,253,Europe
transportation,international-aviation,AUT,392771,Europe
agriculture,manure-left-on-pasture-cattle,AUT,10911,Europe
forestry-and-land-use,net-forest-land,AUT,-110268,Europe
forestry-and-land-use,net-shrubgrass,AUT,24461,Europe
forestry-and-land-use,net-wetland,AUT,1385,Europe
fossil-fuel-operations,oil-and-gas-refining,AUT,1497275,Europe
manufacturing,other-manufacturing,AUT,310000,Europe
manufacturing,petrochemicals,AUT,655910,Europe
forestry-and-land-use,removals,AUT,-259365,Europe
transportation,road-transportation,AUT,126608,Europe
forestry-and-land-use,shrubgrass-fires,AUT,39,Europe
waste,solid-waste-disposal,AUT,13032,Europe
agriculture,synthetic-fertilizer-application,AUT,12369,Europe
waste,wastewater-treatment-and-discharge,AUT,1395,Europe
forestry-and-land-use,water-reservoirs,AUT,282,Europe
forestry-and-land-use,wetland-fires,AUT,0,Europe
mineral-extraction,copper-mining,AZE,52297,Asia
agriculture,cropland-fires,AZE,17827,Asia
transportation,domestic-aviation,AZE,257,Asia
power,electricity-generation,AZE,1066923,Asia
agriculture,enteric-fermentation-cattle-pasture,AZE,54900,Asia
forestry-and-land-use,forest-land-clearing,AZE,1445,Asia
forestry-and-land-use,forest-land-degradation,AZE,0,Asia
forestry-and-land-use,forest-land-fires,AZE,6521,Asia
transportation,international-aviation,AZE,230429,Asia
agriculture,manure-left-on-pasture-cattle,AZE,18502,Asia
forestry-and-land-use,net-forest-land,AZE,-658679,Asia
forestry-and-land-use,net-shrubgrass,AZE,34775,Asia
forestry-and-land-use,net-wetland,AZE,-7973,Asia
fossil-fuel-operations,oil-and-gas-production-and-transport,AZE,9338412,Asia
fossil-fuel-operations,oil-and-gas-refining,AZE,2708295,Asia
forestry-and-land-use,removals,AZE,-25393,Asia
agriculture,rice-cultivation,AZE,214,Asia
transportation,road-transportation,AZE,131774,Asia
forestry-and-land-use,shrubgrass-fires,AZE,6032,Asia
agriculture,synthetic-fertilizer-application,AZE,14693,Asia
waste,wastewater-treatment-and-discharge,AZE,15663,Asia
forestry-and-land-use,water-reservoirs,AZE,62228,Asia
forestry-and-land-use,wetland-fires,AZE,1,Asia
agriculture,cropland-fires,BDI,9525,Africa
agriculture,enteric-fermentation-cattle-pasture,BDI,7662,Africa
forestry-and-land-use,forest-land-clearing,BDI,5020,Africa
forestry-and-land-use,forest-land-degradation,BDI,89,Africa
forestry-and-land-use,forest-land-fires,BDI,13736,Africa
transportation,international-aviation,BDI,27521,Africa
agriculture,manure-left-on-pasture-cattle,BDI,3956,Africa
forestry-and-land-use,net-forest-land,BDI,2482,Africa
forestry-and-land-use,net-shrubgrass,BDI,-2805,Africa
forestry-and-land-use,net-wetland,BDI,125,Africa
forestry-and-land-use,removals,BDI,-20780,Africa
transportation,road-transportation,BDI,18831,Africa
forestry-and-land-use,shrubgrass-fires,BDI,2493,Africa
agriculture,synthetic-fertilizer-application,BDI,44,Africa
waste,wastewater-treatment-and-discharge,BDI,2695,Africa
forestry-and-land-use,wetland-fires,BDI,136,Africa
agriculture,cropland-fires,BEL,30037,Europe
power,electricity-generation,BEL,282718,Europe
agriculture,enteric-fermentation-cattle-pasture,BEL,320038,Europe
forestry-and-land-use,forest-land-clearing,BEL,334182,Europe
forestry-and-land-use,forest-land-degradation,BEL,0,Europe
forestry-and-land-use,forest-land-fires,BEL,0,Europe
transportation,international-aviation,BEL,854897,Europe
agriculture,manure-left-on-pasture-cattle,BEL,112764,Europe
forestry-and-land-use,net-forest-land,BEL,317488,Europe
forestry-and-land-use,net-shrubgrass,BEL,57142,Europe
forestry-and-land-use,net-wetland,BEL,2268,Europe
fossil-fuel-operations,oil-and-gas-refining,BEL,1615206,Europe
manufacturing,other-manufacturing,BEL,210613,Europe
manufacturing,petrochemicals,BEL,1498138,Europe
forestry-and-land-use,removals,BEL,-316596,Europe
transportation,road-transportation,BEL,313788,Europe
forestry-and-land-use,shrubgrass-fires,BEL,0,Europe
waste,solid-waste-disposal,BEL,6094,Europe
agriculture,synthetic-fertilizer-application,BEL,1453,Europe
waste,wastewater-treatment-and-discharge,BEL,1505,Europe
forestry-and-land-use,water-reservoirs,BEL,363,Europe
forestry-and-land-use,wetland-fires,BEL,0,Europe
agriculture,cropland-fires,BEN,54923,Africa
power,electricity-generation,BEN,25333,Africa
agriculture,enteric-fermentation-cattle-pasture,BEN,48616,Africa
forestry-and-land-use,forest-land-clearing,BEN,84980,Africa
forestry-and-land-use,forest-land-degradation,BEN,600,Africa
forestry-and-land-use,forest-land-fires,BEN,147108,Africa
transportation,international-aviation,BEN,111271,Africa
agriculture,manure-left-on-pasture-cattle,BEN,25103,Africa
forestry-and-land-use,net-forest-land,BEN,-310516,Africa
forestry-and-land-use,net-shrubgrass,BEN,-174174,Africa
forestry-and-land-use,net-wetland,BEN,-893,Africa
forestry-and-land-use,removals,BEN,-394777,Africa
transportation,road-transportation,BEN,89570,Africa
forestry-and-land-use,shrubgrass-fires,BEN,132393,Africa
waste,solid-waste-disposal,BEN,7188,Africa
agriculture,synthetic-fertilizer-application,BEN,122,Africa
forestry-and-land-use,water-reservoirs,BEN,1045,Africa
forestry-and-land-use,wetland-fires,BEN,150,Africa
agriculture,cropland-fires,BES,0,South America
transportation,domestic-aviation,BES,0,South America
power,electricity-generation,BES,783000,South America
forestry-and-land-use,forest-land-clearing,BES,4,South America
forestry-and-land-use,forest-land-degradation,BES,253,South America
forestry-and-land-use,forest-land-fires,BES,0,South America
transportation,international-aviation,BES,33433,South America
forestry-and-land-use,net-forest-land,BES,1111,South America
forestry-and-land-use,net-shrubgrass,BES,-25217,South America
forestry-and-land-use,net-wetland,BES,100,South America
forestry-and-land-use,removals,BES,-517,South America
forestry-and-land-use,shrubgrass-fires,BES,0,South America
forestry-and-land-use,wetland-fires,BES,0,South America
agriculture,cropland-fires,BFA,123529,Africa
transportation,domestic-aviation,BFA,843,Africa
power,electricity-generation,BFA,204666,Africa
agriculture,enteric-fermentation-cattle-pasture,BFA,313255,Africa
forestry-and-land-use,forest-land-clearing,BFA,7400,Africa
forestry-and-land-use,forest-land-degradation,BFA,0,Africa
forestry-and-land-use,forest-land-fires,BFA,69986,Africa
transportation,international-aviation,BFA,50777,Africa
agriculture,manure-left-on-pasture-cattle,BFA,161749,Africa
forestry-and-land-use,net-forest-land,BFA,-207173,Africa
forestry-and-land-use,net-shrubgrass,BFA,-791316,Africa
forestry-and-land-use,net-wetland,BFA,-7200,Africa
forestry-and-land-use,removals,BFA,-433440,Africa
transportation,road-transportation,BFA,48659,Africa
forestry-and-land-use,shrubgrass-fires,BFA,193431,Africa
waste,solid-waste-disposal,BFA,16166,Africa
agriculture,synthetic-fertilizer-application,BFA,200,Africa
waste,wastewater-treatment-and-discharge,BFA,16195,Africa
forestry-and-land-use,water-reservoirs,BFA,7744,Africa
forestry-and-land-use,wetland-fires,BFA,230,Africa
fossil-fuel-operations,coal-mining,BGD,269734,Asia
agriculture,cropland-fires,BGD,500646,Asia
transportation,domestic-aviation,BGD,14172,Asia
power,electricity-generation,BGD,445135,Asia
agriculture,enteric-fermentation-cattle-pasture,BGD,527763,Asia
forestry-and-land-use,forest-land-clearing,BGD,143066,Asia
forestry-and-land-use,forest-land-degradation,BGD,7964,Asia
forestry-and-land-use,forest-land-fires,BGD,31601,Asia
transportation,international-aviation,BGD,613996,Asia
agriculture,manure-left-on-pasture-cattle,BGD,120205,Asia
forestry-and-land-use,net-forest-land,BGD,312629,Asia
forestry-and-land-use,net-shrubgrass,BGD,-5687,Asia
forestry-and-land-use,net-wetland,BGD,-9165,Asia
fossil-fuel-operations,oil-and-gas-production-and-transport,BGD,4630803,Asia
fossil-fuel-operations,oil-and-gas-refining,BGD,229005,Asia
forestry-and-land-use,removals,BGD,-176569,Asia
agriculture,rice-cultivation,BGD,2069529,Asia
transportation,road-transportation,BGD,43453,Asia
forestry-and-land-use,shrubgrass-fires,BGD,439,Asia
waste,solid-waste-disposal,BGD,378194,Asia
agriculture,synthetic-fertilizer-application,BGD,233866,Asia
waste,wastewater-treatment-and-discharge,BGD,23537,Asia
forestry-and-land-use,water-reservoirs,BGD,136769,Asia
forestry-and-land-use,wetland-fires,BGD,0,Asia
fossil-fuel-operations,coal-mining,BGR,191838,Europe
mineral-extraction,copper-mining,BGR,50282,Europe
agriculture,cropland-fires,BGR,22565,Europe
transportation,domestic-aviation,BGR,3850,Europe
power,electricity-generation,BGR,1685785,Europe
agriculture,enteric-fermentation-cattle-pasture,BGR,3569,Europe
forestry-and-land-use,forest-land-clearing,BGR,13109,Europe
forestry-and-land-use,forest-land-degradation,BGR,0,Europe
forestry-and-land-use,forest-land-fires,BGR,1468,Europe
transportation,international-aviation,BGR,138090,Europe
agriculture,manure-left-on-pasture-cattle,BGR,1221,Europe
forestry-and-land-use,net-forest-land,BGR,-54097,Europe
forestry-and-land-use,net-shrubgrass,BGR,-2718,Europe
forestry-and-land-use,net-wetland,BGR,368,Europe
fossil-fuel-operations,oil-and-gas-refining,BGR,1664125,Europe
manufacturing,other-manufacturing,BGR,181769,Europe
forestry-and-land-use,removals,BGR,-14477,Europe
transportation,road-transportation,BGR,250340,Europe
forestry-and-land-use,shrubgrass-fires,BGR,735,Europe
waste,solid-waste-disposal,BGR,55995,Europe
agriculture,synthetic-fertilizer-application,BGR,18840,Europe
waste,wastewater-treatment-and-discharge,BGR,3074,Europe
forestry-and-land-use,water-reservoirs,BGR,2316,Europe
forestry-and-land-use,wetland-fires,BGR,42,Europe
agriculture,cropland-fires,BHR,2,Asia
power,electricity-generation,BHR,3806333,Asia
agriculture,enteric-fermentation-cattle-pasture,BHR,3353,Asia
forestry-and-land-use,forest-land-clearing,BHR,0,Asia
forestry-and-land-use,forest-land-degradation,BHR,0,Asia
forestry-and-land-use,forest-land-fires,BHR,0,Asia
transportation,international-aviation,BHR,942078,Asia
agriculture,manure-left-on-pasture-cattle,BHR,1130,Asia
forestry-and-land-use,net-forest-land,BHR,-137,Asia
forestry-and-land-use,net-shrubgrass,BHR,20,Asia
fossil-fuel-operations,oil-and-gas-refining,BHR,3766640,Asia
forestry-and-land-use,removals,BHR,-1,Asia
transportation,road-transportation,BHR,2656602,Asia
forestry-and-land-use,shrubgrass-fires,BHR,0,Asia
waste,wastewater-treatment-and-discharge,BHR,37372,Asia
agriculture,cropland-fires,BHS,1134,North America
transportation,domestic-aviation,BHS,2387,North America
power,electricity-generation,BHS,247000,North America
forestry-and-land-use,forest-land-clearing,BHS,3988,North America
forestry-and-land-use,forest-land-degradation,BHS,166,North America
forestry-and-land-use,forest-land-fires,BHS,1331,North America
transportation,international-aviation,BHS,20909,North America
forestry-and-land-use,net-forest-land,BHS,-382124,North America
forestry-and-land-use,net-shrubgrass,BHS,-82485,North America
forestry-and-land-use,net-wetland,BHS,-51608,North America
forestry-and-land-use,removals,BHS,-12246,North America
transportation,road-transportation,BHS,384020,North America
forestry-and-land-use,shrubgrass-fires,BHS,759,North America
waste,wastewater-treatment-and-discharge,BHS,1383,North America
forestry-and-land-use,wetland-fires,BHS,124,North America
mineral-extraction,bauxite-mining,BIH,114743,Europe
fossil-fuel-operations,coal-mining,BIH,99011,Europe
agriculture,cropland-fires,BIH,33463,Europe
power,electricity-generation,BIH,1462166,Europe
agriculture,enteric-fermentation-cattle-pasture,BIH,34972,Europe
forestry-and-land-use,forest-land-clearing,BIH,92129,Europe
forestry-and-land-use,forest-land-degradation,BIH,0,Europe
forestry-and-land-use,forest-land-fires,BIH,69853,Europe
transportation,international-aviation,BIH,48956,Europe
mineral-extraction,iron-mining,BIH,42009,Europe
agriculture,manure-left-on-pasture-cattle,BIH,12322,Europe
forestry-and-land-use,net-forest-land,BIH,-877544,Europe
forestry-and-land-use,net-shrubgrass,BIH,23407,Europe
forestry-and-land-use,net-wetland,BIH,-1429,Europe
fossil-fuel-operations,oil-and-gas-refining,BIH,1353239,Europe
forestry-and-land-use,removals,BIH,-211037,Europe
transportation,road-transportation,BIH,129597,Europe
forestry-and-land-use,shrubgrass-fires,BIH,25033,Europe
waste,solid-waste-disposal,BIH,373126,Europe
agriculture,synthetic-fertilizer-application,BIH,19093,Europe
waste,wastewater-treatment-and-discharge,BIH,4824,Europe
forestry-and-land-use,water-reservoirs,BIH,2142,Europe
forestry-and-land-use,wetland-fires,BIH,0,Europe
forestry-and-land-use,forest-land-clearing,BLM,0,North America
forestry-and-land-use,forest-land-degradation,BLM,0,North America
forestry-and-land-use,forest-land-fires,BLM,0,North America
transportation,international-aviation,BLM,5829,North America
forestry-and-land-use,net-forest-land,BLM,212,North America
forestry-and-land-use,net-shrubgrass,BLM,91,North America
forestry-and-land-use,net-wetland,BLM,41,North America
forestry-and-land-use,removals,BLM,4,North America
forestry-and-land-use,shrubgrass-fires,BLM,0,North America
waste,wastewater-treatment-and-discharge,BLM,27122,North America
forestry-and-land-use,wetland-fires,BLM,0,North America
agriculture,cropland-fires,BLR,25354,Europe
power,electricity-generation,BLR,660052,Europe
agriculture,enteric-fermentation-cattle-pasture,BLR,49783,Europe
forestry-and-land-use,forest-land-clearing,BLR,568951,Europe
forestry-and-land-use,forest-land-degradation,BLR,0,Europe
forestry-and-land-use,forest-land-fires,BLR,1797,Europe
transportation,international-aviation,BLR,141921,Europe
agriculture,manure-left-on-pasture-cattle,BLR,17031,Europe
forestry-and-land-use,net-forest-land,BLR,-986272,Europe
forestry-and-land-use,net-shrubgrass,BLR,-22993,Europe
forestry-and-land-use,net-wetland,BLR,25110,Europe
fossil-fuel-operations,oil-and-gas-refining,BLR,642833,Europe
forestry-and-land-use,removals,BLR,-591992,Europe
transportation,road-transportation,BLR,233518,Europe
forestry-and-land-use,shrubgrass-fires,BLR,1444,Europe
waste,solid-waste-disposal,BLR,79065,Europe
agriculture,synthetic-fertilizer-application,BLR,46104,Europe
waste,wastewater-treatment-and-discharge,BLR,1350,Europe
forestry-and-land-use,water-reservoirs,BLR,8235,Europe
forestry-and-land-use,wetland-fires,BLR,348,Europe
agriculture,cropland-fires,BLZ,81999,North America
transportation,domestic-aviation,BLZ,2959,North America
agriculture,enteric-fermentation-cattle-pasture,BLZ,40982,North America
forestry-and-land-use,forest-land-clearing,BLZ,446113,North America
forestry-and-land-use,forest-land-degradation,BLZ,127271,North America
forestry-and-land-use,forest-land-fires,BLZ,107340,North America
transportation,international-aviation,BLZ,75968,North America
agriculture,manure-left-on-pasture-cattle,BLZ,11795,North America
forestry-and-land-use,net-forest-land,BLZ,-1712122,North America
forestry-and-land-use,net-shrubgrass,BLZ,-27052,North America
forestry-and-land-use,net-wetland,BLZ,-106818,North America
forestry-and-land-use,removals,BLZ,-716382,North America
transportation,road-transportation,BLZ,96243,North America
forestry-and-land-use,shrubgrass-fires,BLZ,14838,North America
waste,solid-waste-disposal,BLZ,152229,North America
agriculture,synthetic-fertilizer-application,BLZ,623,North America
