year,iso3_country,sector,subsector,asset_type,co2e_100yr,activity,capacity,continent_ct
2019,CHN,manufacturing,aluminum,Smelting,88503139,35794998.0,547380000.0,Asia
2019,CAN,manufacturing,aluminum,Smelting,7011464,2835779.0,39756000.0,North America
2019,IND,manufacturing,aluminum,Smelting,6723434,2719279.0,45684000.0,Asia
2019,RUS,manufacturing,aluminum,Smelting,6382636,2581455.0,53184000.0,Europe
2019,ARE,manufacturing,aluminum,Smelting,5495614,2222697.0,33456000.0,Asia
2019,AUS,manufacturing,aluminum,Smelting,3940512,1593733.0,19584000.0,Oceania
2019,DEU,manufacturing,aluminum,Smelting,3886462,1571879.0,6612000.0,Europe
2019,BHR,manufacturing,aluminum,Smelting,3252424,1315441.0,19800000.0,Asia
2019,SAU,manufacturing,aluminum,Smelting,3138098,1269200.0,19104000.0,Asia
2019,FRA,manufacturing,aluminum,Smelting,3032991,1226690.0,5160000.0,Europe
2019,USA,manufacturing,aluminum,Smelting,2406293,973221.0,13644000.0,North America
2019,NOR,manufacturing,aluminum,Smelting,2124184,859126.0,17700000.0,Europe
2019,MYS,manufacturing,aluminum,Smelting,1907355,771428.0,12960000.0,Asia
2019,BRA,manufacturing,aluminum,Smelting,1858128,751515.0,9060000.0,South America
2019,ZAF,manufacturing,aluminum,Smelting,1720959,696040.0,8688000.0,Africa
2019,MOZ,manufacturing,aluminum,Smelting,1366783,552793.0,6900000.0,Africa
2019,GRC,manufacturing,aluminum,Smelting,1340162,542025.0,2280000.0,Europe
2019,QAT,manufacturing,aluminum,Smelting,1304913,527770.0,7944000.0,Asia
2019,ISL,manufacturing,aluminum,Smelting,1245707,503827.0,10380000.0,Europe
2019,ARG,manufacturing,aluminum,Smelting,809700,327482.0,3948000.0,South America
2019,NZL,manufacturing,aluminum,Smelting,796795,322265.0,3960000.0,Oceania
2019,OMN,manufacturing,aluminum,Smelting,788466,318895.0,4800000.0,Asia
2019,EGY,manufacturing,aluminum,Smelting,760647,307642.0,3840000.0,Africa
2019,IRN,manufacturing,aluminum,Smelting,708199,286423.0,4812000.0,Asia
2019,IDN,manufacturing,aluminum,Smelting,529822,214284.0,3600000.0,Asia
2019,KAZ,manufacturing,aluminum,Smelting,468010,189287.0,3180000.0,Asia
2019,GBR,manufacturing,aluminum,Smelting,268032,108405.0,456000.0,Europe
2019,TUR,manufacturing,aluminum,Smelting,264914,107146.0,1800000.0,Asia
2019,SWE,manufacturing,aluminum,Smelting,190098,76884.0,1584000.0,Europe
2019,TJK,manufacturing,aluminum,Smelting,176608,71428.0,1200000.0,Asia
2019,ROU,manufacturing,aluminum,Smelting,162733,65819.0,1356000.0,Europe
2019,CMR,manufacturing,aluminum,Smelting,118852,48069.0,600000.0,Africa
2019,SVK,manufacturing,aluminum,Smelting,100807,40773.0,840000.0,Europe
2019,GHA,manufacturing,aluminum,Smelting,95081,38455.0,480000.0,Africa
2019,AZE,manufacturing,aluminum,Smelting,88303,35715.0,600000.0,Asia
2019,SVN,manufacturing,aluminum,Smelting,72008,29123.0,600000.0,Europe
2019,CHN,manufacturing,cement,Dry,811580795,974763197.0,18472020000.0,Asia
2019,IND,manufacturing,cement,Dry,211251214,245910855.0,3796588260.0,Asia
2019,VNM,manufacturing,cement,Dry,79806222,96175362.0,1207053432.0,Asia
2019,USA,manufacturing,cement,Dry,60752525,72061294.0,1548303600.0,North America
2019,IDN,manufacturing,cement,Dry,48722472,58715997.0,980587488.0,Asia
2019,KOR,manufacturing,cement,Dry,37985499,45623128.0,632656812.0,Asia
2019,SAU,manufacturing,cement,Dry,32350627,39663335.0,764708520.0,Asia
2019,BRA,manufacturing,cement,Dry,30808342,38978031.0,944723628.0,South America
2019,TUR,manufacturing,cement,Dry,31320748,38400627.0,1080514128.0,Asia
2019,IRN,manufacturing,cement,Dry,30041676,36832620.0,1349564136.0,Asia
2019,THA,manufacturing,cement,Dry,29253805,35895645.0,574560000.0,Asia
2019,MEX,manufacturing,cement,Dry,29475415,35182187.0,748074240.0,North America
2019,JPN,manufacturing,cement,Dry,28046488,33685706.0,649020000.0,Asia
2019,EGY,manufacturing,cement,Dry,25774049,30541748.0,886009260.0,Africa
2019,PAK,manufacturing,cement,Dry,22975419,27687945.0,728868000.0,Asia
2019,DEU,manufacturing,cement,Dry,18853605,24037279.0,560100000.0,Europe
2019,RUS,manufacturing,cement,Wet,21540052,21776746.0,755253156.0,Europe
2019,DZA,manufacturing,cement,Dry,13650003,17557566.0,271656000.0,Africa
2019,PHL,manufacturing,cement,Dry,14268974,16844685.0,299226660.0,Asia
2019,MYS,manufacturing,cement,Dry,13429753,16184343.0,240840000.0,Asia
2019,ESP,manufacturing,cement,Dry,12598320,15903702.0,540908160.0,Europe
2019,NGA,manufacturing,cement,Dry,12072655,14916576.0,569622864.0,Africa
2019,ITA,manufacturing,cement,Dry,10635572,12834717.0,451080000.0,Europe
2019,RUS,manufacturing,cement,Dry,9627165,11751631.0,407565780.0,Europe
2019,FRA,manufacturing,cement,Dry,9278401,11468022.0,364680000.0,Europe
2019,IND,manufacturing,cement,Unspecified,9273531,10754861.0,158994960.0,Asia
2019,CAN,manufacturing,cement,Dry,8627231,10690864.0,208692000.0,North America
2019,POL,manufacturing,cement,Dry,8153998,10486044.0,193920000.0,Europe
2019,ARE,manufacturing,cement,Dry,8126508,9963453.0,368177148.0,Asia
2019,MAR,manufacturing,cement,Dry,6763440,8699603.0,240729228.0,Africa
2019,RUS,manufacturing,cement,Unspecified,6981524,8487611.0,294364092.0,Europe
2019,COL,manufacturing,cement,Dry,6548440,8036429.0,163248000.0,South America
2019,ARG,manufacturing,cement,Dry,6423769,7883419.0,289128000.0,South America
2019,ZAF,manufacturing,cement,Dry,6235647,7704559.0,218719980.0,Africa
2019,PER,manufacturing,cement,Dry,6088254,7471679.0,119700000.0,South America
2019,ETH,manufacturing,cement,Dry,6011813,7428002.0,157752000.0,Africa
2019,ROU,manufacturing,cement,Dry,5865845,7377168.0,141264000.0,Europe
2019,THA,manufacturing,cement,Unspecified,5813962,7105354.0,127680000.0,Asia
2019,KHM,manufacturing,cement,Dry,5467521,6588977.0,92880000.0,Asia
2019,GRC,manufacturing,cement,Dry,5137371,6460998.0,168360000.0,Europe
2019,NPL,manufacturing,cement,Dry,5168004,6228000.0,134100000.0,Asia
2019,IRQ,manufacturing,cement,Dry,4917684,6029304.0,183881544.0,Asia
2019,USA,manufacturing,cement,Unspecified,5100935,6024693.0,154927920.0,North America
2019,GBR,manufacturing,cement,Dry,4720892,5963376.0,140160000.0,Europe
2019,JPN,manufacturing,cement,Unspecified,4922708,5889350.0,79980000.0,Asia
2019,TWN,manufacturing,cement,Dry,4624604,5573160.0,83520000.0,Asia
2019,UZB,manufacturing,cement,Dry,4350334,5310349.0,91358400.0,Asia
2019,KAZ,manufacturing,cement,Dry,4345596,5304564.0,152730000.0,Asia
2019,TZA,manufacturing,cement,Dry,3923712,4848000.0,130440000.0,Africa
2019,MMR,manufacturing,cement,Dry,3958078,4769926.0,166480020.0,Asia
2019,TUN,manufacturing,cement,Dry,3576921,4600872.0,151080000.0,Africa
2019,LAO,manufacturing,cement,Dry,3375624,4068000.0,95040000.0,Asia
2019,UKR,manufacturing,cement,Wet,3737003,3928659.0,139524000.0,Europe
2019,BRA,manufacturing,cement,Unspecified,3103523,3911637.0,91214544.0,South America
2019,PRT,manufacturing,cement,Dry,3029756,3810369.0,95400000.0,Europe
2019,LBN,manufacturing,cement,Dry,3015108,3696660.0,50040000.0,Asia
2019,CZE,manufacturing,cement,Dry,2750244,3506999.0,58800000.0,Europe
2019,IRL,manufacturing,cement,Dry,2699946,3395582.0,68799996.0,Europe
2019,OMN,manufacturing,cement,Dry,2688752,3296531.0,64800000.0,Asia
2019,AUT,manufacturing,cement,Dry,2545570,3254798.0,62100012.0,Europe
2019,KEN,manufacturing,cement,Dry,2617104,3233616.0,58719996.0,Africa
2019,AUS,manufacturing,cement,Dry,2682975,3233282.0,73440000.0,Oceania
2019,DOM,manufacturing,cement,Dry,2708832,3177600.0,124800000.0,North America
2019,QAT,manufacturing,cement,Dry,2515416,3084000.0,132000000.0,Asia
2019,LBY,manufacturing,cement,Dry,2486310,3071999.0,148320000.0,Africa
2019,BOL,manufacturing,cement,Dry,2444544,3000000.0,81588000.0,South America
2019,CHE,manufacturing,cement,Dry,2381360,2994907.0,59800008.0,Europe
2019,KOR,manufacturing,cement,Unspecified,2466883,2951291.0,40925604.0,Asia
2019,SDN,manufacturing,cement,Dry,2360050,2916004.0,135120012.0,Africa
2019,CHN,manufacturing,cement,Unspecified,2398904,2869962.0,54600000.0,Asia
2019,UZB,manufacturing,cement,Wet,2834068,2865214.0,39360000.0,Asia
2019,SEN,manufacturing,cement,Dry,2266466,2800365.0,64920000.0,Africa
2019,BEL,manufacturing,cement,Dry,2209820,2779173.0,50400000.0,Europe
2019,UKR,manufacturing,cement,Unspecified,2150398,2694053.0,90408012.0,Europe
2019,JOR,manufacturing,cement,Dry,2150821,2636998.0,119200008.0,Asia
2019,SWE,manufacturing,cement,Dry,2039711,2565234.0,37200000.0,Europe
2019,BLR,manufacturing,cement,Unspecified,1971230,2396469.0,32400000.0,Europe
2019,DNK,manufacturing,cement,Dry,1900375,2390000.0,35400000.0,Europe
2019,SVK,manufacturing,cement,Dry,1896799,2385503.0,64800000.0,Europe
2019,TUR,manufacturing,cement,Unspecified,1937936,2366436.0,85310928.0,Asia
2019,IRQ,manufacturing,cement,Unspecified,1914720,2338080.0,71306772.0,Asia
2019,GTM,manufacturing,cement,Dry,1986480,2330244.0,61560000.0,North America
2019,BEL,manufacturing,cement,Wet,2207227,2320429.0,30840000.0,Europe
2019,VEN,manufacturing,cement,Dry,1820820,2234556.0,106080000.0,South America
2019,PRK,manufacturing,cement,Dry,1823808,2190504.0,28080000.0,Asia
2019,TKM,manufacturing,cement,Dry,1799832,2169000.0,70200000.0,Asia
2019,AZE,manufacturing,cement,Dry,1747589,2133241.0,83160000.0,Asia
2019,UKR,manufacturing,cement,Dry,1658086,2085286.0,69664008.0,Europe
2019,ECU,manufacturing,cement,Dry,1775658,2082942.0,31200000.0,South America
2019,BGR,manufacturing,cement,Dry,1655850,2082475.0,62400000.0,Europe
2019,NPL,manufacturing,cement,Unspecified,1729608,2076000.0,44700000.0,Asia
2019,ITA,manufacturing,cement,Unspecified,1718960,2065805.0,73875000.0,Europe
2019,CAN,manufacturing,cement,Unspecified,1667947,2058757.0,37584000.0,North America
2019,IRQ,manufacturing,cement,Wet,1861092,1892580.0,57720000.0,Asia
2019,TJK,manufacturing,cement,Wet,1859568,1880004.0,22560000.0,Asia
2019,ZAF,manufacturing,cement,Unspecified,1483272,1825440.0,64559988.0,Africa
2019,AGO,manufacturing,cement,Dry,1441020,1780488.0,86760000.0,Africa
2019,PHL,manufacturing,cement,Unspecified,1512009,1777347.0,21373332.0,Asia
2019,PAK,manufacturing,cement,Unspecified,1478076,1774095.0,49082400.0,Asia
2019,SRB,manufacturing,cement,Dry,1379560,1735000.0,43560000.0,Europe
2019,HUN,manufacturing,cement,Dry,1359682,1710002.0,79680000.0,Europe
2019,HRV,manufacturing,cement,Dry,1356831,1706410.0,32000004.0,Europe
2019,NGA,manufacturing,cement,Unspecified,1374377,1691424.0,63291432.0,Africa
2019,COL,manufacturing,cement,Wet,1628117,1682576.0,23400000.0,South America
2019,DEU,manufacturing,cement,Unspecified,1317698,1673726.0,39000000.0,Europe
2019,MEX,manufacturing,cement,Unspecified,1399824,1663810.0,48262848.0,North America
2019,GBR,manufacturing,cement,Wet,1515113,1601762.0,21600000.0,Europe
2019,ISR,manufacturing,cement,Dry,1275281,1563553.0,22132560.0,Asia
2019,CMR,manufacturing,cement,Dry,1254480,1550004.0,18600000.0,Africa
2019,KAZ,manufacturing,cement,Wet,1529448,1546260.0,44520000.0,Asia
2019,ZMB,manufacturing,cement,Dry,1237644,1529192.0,71520000.0,Africa
2019,HND,manufacturing,cement,Dry,1248876,1465000.0,28800000.0,North America
2019,ALB,manufacturing,cement,Dry,1144183,1438981.0,32760000.0,Europe
2019,SYR,manufacturing,cement,Dry,1120032,1373220.0,138690000.0,Asia
2019,VNM,manufacturing,cement,Unspecified,1115235,1338588.0,16800000.0,Asia
2019,SAU,manufacturing,cement,Unspecified,1074733,1312373.0,44982852.0,Asia
2019,CRI,manufacturing,cement,Dry,1109271,1301232.0,25200000.0,North America
2019,ECU,manufacturing,cement,Unspecified,1054846,1232033.0,20000004.0,South America
2019,DZA,manufacturing,cement,Unspecified,936185,1199800.0,14400000.0,Africa
2019,CYP,manufacturing,cement,Dry,953368,1199000.0,28800000.0,Europe
2019,YEM,manufacturing,cement,Dry,959185,1175998.0,86040000.0,Asia
2019,FRA,manufacturing,cement,Unspecified,948340,1167488.0,31200000.0,Europe
2019,IRN,manufacturing,cement,Unspecified,900384,1099488.0,40285488.0,Asia
2019,FIN,manufacturing,cement,Dry,866904,1090257.0,28080000.0,Europe
2019,GEO,manufacturing,cement,Wet,1036820,1089992.0,13080000.0,Asia
2019,TGO,manufacturing,cement,Dry,861413,1064334.0,27999996.0,Africa
2019,BEN,manufacturing,cement,Dry,854669,1056000.0,27600000.0,Africa
2019,ZWE,manufacturing,cement,Dry,854676,1055988.0,17520000.0,Africa
2019,PAN,manufacturing,cement,Dry,889980,1044000.0,25200000.0,North America
2019,MDA,manufacturing,cement,Dry,816761,997000.0,28200000.0,Europe
2019,LVA,manufacturing,cement,Dry,786390,989000.0,19200000.0,Europe
2019,SVN,manufacturing,cement,Dry,749814,943000.0,44265120.0,Europe
2019,LTU,manufacturing,cement,Unspecified,743922,932000.0,22132560.0,Europe
2019,MNG,manufacturing,cement,Dry,746835,896999.0,82620000.0,Asia
2019,USA,manufacturing,cement,Wet,915408,891774.0,22132560.0,North America
2019,KWT,manufacturing,cement,Dry,723212,886692.0,45600000.0,Asia
2019,TUN,manufacturing,cement,Unspecified,674826,864846.0,21600000.0,Africa
2019,BTN,manufacturing,cement,Dry,716952,864000.0,20100000.0,Asia
2019,UGA,manufacturing,cement,Dry,699264,864000.0,33600000.0,Africa
